bytes_cfg,bytes_ckpt,bytes_pred,example_cfg,example_ckpt,example_pred,excluded,experiment_id,n_cfg,n_ckpt,n_pred,path,scanned
0,0,0,,,,False,baselines/s0/dimaskdino_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_023_dimaskdino_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_023_dimaskdino_bbox_seed123
0,0,0,,,,False,baselines/s0/dimaskdino_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_024_dimaskdino_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_024_dimaskdino_bbox_seed456
0,0,0,,,,False,baselines/s0/focusdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_025_focusdetr_bbox_seed42,experiments/baselines/_legacy_score_thr_0/s0_025_focusdetr_bbox_seed42
0,0,0,,,,False,baselines/s0/focusdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_026_focusdetr_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_026_focusdetr_bbox_seed123
0,0,0,,,,False,baselines/s0/focusdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_027_focusdetr_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_027_focusdetr_bbox_seed456
0,0,0,,,,False,baselines/s0/aligndetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_028_aligndetr_bbox_seed42,experiments/baselines/_legacy_score_thr_0/s0_028_aligndetr_bbox_seed42
0,0,0,,,,False,baselines/s0/aligndetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_029_aligndetr_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_029_aligndetr_bbox_seed123
0,0,0,,,,False,baselines/s0/aligndetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_030_aligndetr_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_030_aligndetr_bbox_seed456
0,0,0,,,,False,baselines/s0/mrdetrdino_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_031_mrdetrdino_bbox_seed42,experiments/baselines/_legacy_score_thr_0/s0_031_mrdetrdino_bbox_seed42
0,0,0,,,,False,baselines/s0/mrdetrdino_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_032_mrdetrdino_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_032_mrdetrdino_bbox_seed123
0,0,0,,,,False,baselines/s0/mrdetrdino_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_033_mrdetrdino_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_033_mrdetrdino_bbox_seed456
0,0,0,,,,False,baselines/s0/mrdetralign_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_034_mrdetralign_bbox_seed42,experiments/baselines/_legacy_score_thr_0/s0_034_mrdetralign_bbox_seed42
0,0,0,,,,False,baselines/s0/mrdetralign_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_035_mrdetralign_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_035_mrdetralign_bbox_seed123
0,0,0,,,,False,baselines/s0/mrdetralign_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_036_mrdetralign_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_036_mrdetralign_bbox_seed456
0,0,0,,,,False,baselines/s0/dacdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_037_dacdetr_bbox_seed42,experiments/baselines/_legacy_score_thr_0/s0_037_dacdetr_bbox_seed42|experiments/baselines/s0_037_dacdetr_bbox_seed42
0,0,0,,,,False,baselines/s0/dacdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_038_dacdetr_bbox_seed123,experiments/baselines/_legacy_score_thr_0/s0_038_dacdetr_bbox_seed123|experiments/baselines/s0_038_dacdetr_bbox_seed123
0,0,0,,,,False,baselines/s0/dacdetr_bbox@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_039_dacdetr_bbox_seed456,experiments/baselines/_legacy_score_thr_0/s0_039_dacdetr_bbox_seed456|experiments/baselines/s0_039_dacdetr_bbox_seed456
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_001_relationdetr_s0frozen_cocohead_seed42,experiments/baselines/_legacy_score_thr_0/s0_frozen_001_relationdetr_s0frozen_cocohead_seed42
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_002_relationdetr_s0frozen_cocohead_seed123,experiments/baselines/_legacy_score_thr_0/s0_frozen_002_relationdetr_s0frozen_cocohead_seed123
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_003_relationdetr_s0frozen_cocohead_seed456,experiments/baselines/_legacy_score_thr_0/s0_frozen_003_relationdetr_s0frozen_cocohead_seed456
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42,experiments/baselines/_legacy_score_thr_0/s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123,experiments/baselines/_legacy_score_thr_0/s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123
0,0,0,,,,False,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,0,0,0,experiments/baselines/_legacy_score_thr_0/s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456,experiments/baselines/_legacy_score_thr_0/s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456
38382,197157650,0,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42/mmdet_config.py,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42/best_val_mAP_epoch_1.pth,,True,baselines/s0/ddq_smoke@val,2,1,0,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42
114024,808839941,50842007,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42/mmdet_config.py,experiments/baselines/s0_001_maskdino_bbox_seed42/best_val_mAP_epoch_12.pth,experiments/baselines/s0_001_maskdino_bbox_seed42/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/maskdino_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42|experiments/baselines/s0_001_maskdino_bbox_seed42
114038,808840581,50879432,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123/mmdet_config.py,experiments/baselines/s0_002_maskdino_bbox_seed123/best_val_mAP_epoch_12.pth,experiments/baselines/s0_002_maskdino_bbox_seed123/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/maskdino_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123|experiments/baselines/s0_002_maskdino_bbox_seed123
114038,808843525,50858642,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456/mmdet_config.py,experiments/baselines/s0_003_maskdino_bbox_seed456/best_val_mAP_epoch_12.pth,experiments/baselines/s0_003_maskdino_bbox_seed456/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/maskdino_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456|experiments/baselines/s0_003_maskdino_bbox_seed456
58500,401921892,50847914,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42/mmdet_config.py,experiments/baselines/s0_004_varifocanet_bbox_seed42/best_val_mAP_epoch_12.pth,experiments/baselines/s0_004_varifocanet_bbox_seed42/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/varifocanet_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42|experiments/baselines/s0_004_varifocanet_bbox_seed42
58514,401923364,50812446,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123/mmdet_config.py,experiments/baselines/s0_005_varifocanet_bbox_seed123/best_val_mAP_epoch_12.pth,experiments/baselines/s0_005_varifocanet_bbox_seed123/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/varifocanet_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123|experiments/baselines/s0_005_varifocanet_bbox_seed123
58514,401926692,50863248,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456/mmdet_config.py,experiments/baselines/s0_006_varifocanet_bbox_seed456/best_val_mAP_epoch_12.pth,experiments/baselines/s0_006_varifocanet_bbox_seed456/predictions/reeval_score_thr_0/predictions.pkl,True,baselines/s0/varifocanet_bbox@val#None,6,2,1,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456|experiments/baselines/s0_006_varifocanet_bbox_seed456
114024,808839941,50842007,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42/mmdet_config.py,experiments/baselines/s0_001_maskdino_bbox_seed42/best_val_mAP_epoch_12.pth,experiments/baselines/s0_001_maskdino_bbox_seed42/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/maskdino_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_001_maskdino_bbox_seed42,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42|experiments/baselines/s0_001_maskdino_bbox_seed42
114038,808840581,50879432,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123/mmdet_config.py,experiments/baselines/s0_002_maskdino_bbox_seed123/best_val_mAP_epoch_12.pth,experiments/baselines/s0_002_maskdino_bbox_seed123/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/maskdino_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_002_maskdino_bbox_seed123,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123|experiments/baselines/s0_002_maskdino_bbox_seed123
114038,808843525,50858642,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456/mmdet_config.py,experiments/baselines/s0_003_maskdino_bbox_seed456/best_val_mAP_epoch_12.pth,experiments/baselines/s0_003_maskdino_bbox_seed456/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/maskdino_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_003_maskdino_bbox_seed456,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456|experiments/baselines/s0_003_maskdino_bbox_seed456
58500,401921892,50847914,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42/mmdet_config.py,experiments/baselines/s0_004_varifocanet_bbox_seed42/best_val_mAP_epoch_12.pth,experiments/baselines/s0_004_varifocanet_bbox_seed42/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/varifocanet_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_004_varifocanet_bbox_seed42,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42|experiments/baselines/s0_004_varifocanet_bbox_seed42
58514,401923364,50812446,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123/mmdet_config.py,experiments/baselines/s0_005_varifocanet_bbox_seed123/best_val_mAP_epoch_12.pth,experiments/baselines/s0_005_varifocanet_bbox_seed123/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/varifocanet_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_005_varifocanet_bbox_seed123,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123|experiments/baselines/s0_005_varifocanet_bbox_seed123
58514,401926692,50863248,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456/mmdet_config.py,experiments/baselines/s0_006_varifocanet_bbox_seed456/best_val_mAP_epoch_12.pth,experiments/baselines/s0_006_varifocanet_bbox_seed456/predictions/reeval_score_thr_0/predictions.pkl,False,baselines/s0/varifocanet_bbox@val#a63aecae,6,2,1,experiments/baselines/s0_006_varifocanet_bbox_seed456,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456|experiments/baselines/s0_006_varifocanet_bbox_seed456
38266,842934723,0,experiments/baselines/s0_010_ddq_bbox_seed42/mmdet_config.py,experiments/baselines/s0_010_ddq_bbox_seed42/best_val_mAP_epoch_12.pth,,False,baselines/s0/ddq_bbox@val,2,2,0,experiments/baselines/s0_010_ddq_bbox_seed42,experiments/baselines/s0_010_ddq_bbox_seed42
38270,842933507,0,experiments/baselines/s0_011_ddq_bbox_seed123/mmdet_config.py,experiments/baselines/s0_011_ddq_bbox_seed123/best_val_mAP_epoch_12.pth,,False,baselines/s0/ddq_bbox@val,2,2,0,experiments/baselines/s0_011_ddq_bbox_seed123,experiments/baselines/s0_011_ddq_bbox_seed123
38270,842927683,0,experiments/baselines/s0_012_ddq_bbox_seed456/mmdet_config.py,experiments/baselines/s0_012_ddq_bbox_seed456/best_val_mAP_epoch_12.pth,,False,baselines/s0/ddq_bbox@val,2,2,0,experiments/baselines/s0_012_ddq_bbox_seed456,experiments/baselines/s0_012_ddq_bbox_seed456
16904,0,0,experiments/baselines/s0_013_sensex_codino_bbox_seed42/mmdet_config.py,,,False,baselines/s0/sensex_codino_bbox@val,1,0,0,experiments/baselines/s0_013_sensex_codino_bbox_seed42,experiments/baselines/s0_013_sensex_codino_bbox_seed42
37418,0,0,experiments/baselines/s0_014_maskdino_bbox_nmsfree_seed42/mmdet_work/mmdet_config.py,,,False,baselines/s0/maskdino_bbox_nmsfree@val,2,0,0,experiments/baselines/s0_014_maskdino_bbox_nmsfree_seed42,experiments/baselines/s0_014_maskdino_bbox_nmsfree_seed42
37424,0,0,experiments/baselines/s0_015_maskdino_bbox_nmsfree_seed123/mmdet_work/mmdet_config.py,,,False,baselines/s0/maskdino_bbox_nmsfree@val,2,0,0,experiments/baselines/s0_015_maskdino_bbox_nmsfree_seed123,experiments/baselines/s0_015_maskdino_bbox_nmsfree_seed123
18712,0,0,experiments/baselines/s0_016_maskdino_bbox_nmsfree_seed456/mmdet_work/mmdet_config.py,,,False,baselines/s0/maskdino_bbox_nmsfree@val,1,0,0,experiments/baselines/s0_016_maskdino_bbox_nmsfree_seed456,experiments/baselines/s0_016_maskdino_bbox_nmsfree_seed456
0,251941720,0,,experiments/baselines/s0_040_wiring_verification_seed42/checkpoints/epoch_0001.pth,,False,baselines/s0/wiring_verification@val,0,2,0,experiments/baselines/s0_040_wiring_verification_seed42,experiments/baselines/s0_040_wiring_verification_seed42
0,0,0,,,,False,baselines/s0/wiring_verification@val,0,0,0,experiments/baselines/s0_041_wiring_verification_seed42,experiments/baselines/s0_041_wiring_verification_seed42
